CBF,ATT,PLD,Selected,Signal_Amplitude,Norm_Signal,Slope_dS_dPLD,Abs_Slope,Curve_Max_PLD,Dist_to_Max,Curve_Region,Sens_CBF,Sens_ATT
20.0,1.5,4.025,False,21.747692456509636,0.12200582346017612,-18.15271346454051,18.15271346454051,1.4979959919839678,2.5270040080160325,late decay,1.087384622825482,5.022169081136028
20.0,2.0,1.525,True,113.55105035552539,0.8613489086506386,46.88007201123128,46.88007201123128,1.9959919839679359,-0.47099198396793596,near maximum,5.677552517776263,-115.34093391054881
20.0,2.0,2.025,False,129.23548069226644,0.9803241793421922,-107.78231189781036,107.78231189781036,1.9959919839679359,0.029008016032064043,near maximum,6.461774034613313,-4.852701151962862
20.0,2.0,2.525,True,85.19727973582701,0.6462695297902796,-71.17323981280515,71.17323981280515,1.9959919839679359,0.529008016032064,post-maximum/decay,4.259863986791345,19.674507764068636
20.0,2.0,3.025,True,56.16550838441009,0.4260471320982884,-46.72480682692594,46.72480682692594,1.9959919839679359,1.029008016032064,post-maximum/decay,2.8082754192205,12.970234897268185
20.0,2.0,3.525,False,37.026585142866814,0.28086757985956734,-30.85437510983229,30.85437510983229,1.9959919839679359,1.529008016032064,late decay,1.8513292571433375,8.550505827522912
20.0,2.0,4.025,False,24.409429323753894,0.18515932034949453,-20.374454771840647,20.374454771840647,1.9959919839679359,2.0290080160320647,late decay,1.2204714661876928,5.636840850268712
20.0,2.5,1.525,True,62.48463659351426,0.6404981916730844,52.617803325065324,52.617803325065324,2.501002004008016,-0.976002004008016,arrival/transition,3.1242318296757112,-90.31677677086698
20.0,2.5,2.025,False,84.01939788536197,0.8612400638755014,34.74577106890047,34.74577106890047,2.501002004008016,-0.47600200400801596,near maximum,4.2009698942681055,-85.34377963354572
20.0,2.5,2.525,True,95.62471891886982,0.98020030019892,-79.8842530271886,79.8842530271886,2.501002004008016,0.023997995991984045,near maximum,4.781235945943493,-3.590640752586296
20.0,2.5,3.025,True,63.039699962816044,0.6461878636258003,-52.443534972213456,52.443534972213456,2.501002004008016,0.523997995991984,post-maximum/decay,3.151984998140801,14.557683886254651
20.0,2.5,3.525,False,41.55833153113374,0.425993294444551,-34.6306942715014,34.6306942715014,2.501002004008016,1.023997995991984,post-maximum/decay,2.0779165765566887,9.597016699433354
20.0,2.5,4.025,False,27.39694066866356,0.2808320878907888,-22.868118755945943,22.868118755945943,2.501002004008016,1.5239979959919845,late decay,1.3698470334331798,6.3267433369787085
20.0,3.0,1.525,True,22.063582938932335,0.30547372639001413,59.05778528010819,59.05778528010819,2.998997995991984,-1.4739979959919842,arrival/transition,1.1031791469466175,-72.40940065003694
20.0,3.0,2.025,False,46.23402009259585,0.6401171760165382,38.99836476452538,38.99836476452538,2.998997995991984,-0.9739979959919842,arrival/transition,2.3117010046297928,-66.82774998096392
20.0,3.0,2.525,True,62.1681543139972,0.8607277346407783,25.75227714844732,25.75227714844732,2.998997995991984,-0.4739979959919842,near maximum,3.108407715699858,-63.148099076325366
20.0,3.0,3.025,True,70.75523547659967,0.9796172046245961,-58.8621879287648,58.8621879287648,2.998997995991984,0.026002004008015778,near maximum,3.5377617738299847,-2.656809189438434
20.0,3.0,3.525,False,46.644726025574364,0.645803463331916,-38.8692035232325,38.8692035232325,2.998997995991984,0.5260020040080158,post-maximum/decay,2.3322363012787193,10.771611807191235
20.0,3.0,4.025,False,30.75009858062667,0.4257398821525612,-25.66698649324553,25.66698649324553,2.998997995991984,1.0260020040080162,post-maximum/decay,1.537504929031332,7.101084156047257
35.0,0.5,1.525,True,242.6288924527474,0.6456485247097867,-202.01470023312868,202.01470023312868,1.0,0.5249999999999999,post-maximum/decay,6.9322540700785,56.03000522024445
35.0,0.5,2.025,False,159.9508239653849,0.4256377403176666,-133.3988894118047,133.3988894118047,1.0,1.025,post-maximum/decay,4.570023541868139,36.937255951528414
35.0,0.5,2.525,True,105.44608199202058,0.28059769216411135,-88.08895429771565,88.08895429771565,1.0,1.525,late decay,3.012745199772013,24.35053989136037
35.0,0.5,3.025,True,69.51434154458732,0.18498139941505892,-57.829872350506776,57.829872350506776,1.0,2.025,late decay,1.9861240441310741,16.05286526370122
